id,Type,fixed acidity,volatile acidity,"citric 
acid",residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
id4627,white,6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,5
id4628,white,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6
id4629,white,7.1,0.28,0.28,8.5,0.03,25,191,0.99338,3.16,0.46,12.2,7
id4630,red,8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6
id4631,red,8.4,0.715,0.2,2.4,0.076,10,38,0.99735,3.31,0.64,9.4,5
id4632,white,7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,7
id4633,white,8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,5
id4634,white,6.6,0.27,0.49,7.8,0.049,62,217,0.9959,3.17,0.45,9.4,6
id4635,red,7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,5
id4636,red,6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,5
id4637,white,8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7
id4638,red,7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3,5
id4639,red,7.7,0.935,0.43,2.2,0.114,22,114,0.997,3.25,0.73,9.2,5
id4640,white,7.7,0.27,0.49,1.8,0.041,23,86,0.9914,3.16,0.42,12.5,6
id4641,white,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6
id4642,white,6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.56666667,5
id4643,white,6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,5
id4644,white,6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,5
id4645,white,7.3,0.25,0.27,3.8,0.047,16,79,0.99173,3.07,0.46,11.3,6
id4646,red,6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,5
id4647,red,15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7
id4648,red,10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7
id4649,white,7.3,0.21,0.21,1.6,0.046,35,133,0.99466,3.38,0.46,10,6
id4650,white,9.2,0.71,0.23,6.2,0.042,15,93,0.9948,2.89,0.34,10.1,6
id4651,white,7.1,0.36,0.56,1.3,0.046,25,102,0.9923,3.24,0.33,10.5,6
id4652,white,7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,6
id4653,white,6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5
id4654,red,6.1,0.38,0.15,1.8,0.072,6,19,0.9955,3.42,0.57,9.4,5
id4655,white,7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8,5
id4656,white,6.7,0.14,0.51,4.3,0.028,57,124,0.99176,2.91,0.54,10.7,7
id4657,white,7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5
id4658,white,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,5
id4659,white,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7
id4660,white,6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5
id4661,red,7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,6
id4662,red,6.7,0.675,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1,5
id4663,white,7,0.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8,6
id4664,white,6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,6
id4665,red,6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,5
id4666,red,7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
id4667,white,8.1,0.26,0.3,7.8,0.049,39,152,0.9954,2.99,0.58,10,6
id4668,red,6.7,0.62,0.21,1.9,0.079,8,62,0.997,3.52,0.58,9.3,6
id4669,white,6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,5
id4670,white,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
id4671,white,5.9,0.26,0.21,12.5,0.034,36,152,0.9972,3.28,0.43,9.5,6
id4672,red,5.7,1.13,0.09,1.5,0.172,7,19,0.994,3.5,0.48,9.8,4
id4673,white,6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7
id4674,white,6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,5
id4675,white,6.4,0.37,0.49,13.3,0.045,53,243,0.9982,3.14,0.48,8.5,6
id4676,white,7,0.22,0.32,1.6,0.045,40,120,0.9914,2.98,0.44,10.5,6
id4677,white,6.9,0.2,0.36,1.5,0.031,38,147,0.9931,3.35,0.56,11,6
id4678,white,7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,5
id4679,white,7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,5
id4680,red,8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5
id4681,red,8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,5
id4682,white,7.7,0.43,1,19.95,0.032,42,164,0.99742,3.29,0.5,12,6
id4683,white,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5
id4684,white,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
id4685,white,5.6,0.21,0.4,1.3,0.041,81,147,0.9901,3.22,0.95,11.6,8
id4686,white,8,0.23,0.46,1.5,0.03,30,125,0.9907,3.23,0.47,12.5,6
id4687,white,7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7
id4688,white,6.3,0.1,0.24,6,0.039,25,107,0.99511,3.59,0.49,10.5,7
id4689,red,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5
id4690,white,6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,7
id4691,white,6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6
id4692,white,5.6,0.28,0.27,3.9,0.043,52,158,0.99202,3.35,0.44,10.7,7
id4693,white,7.6,0.31,0.52,13.2,0.042,61,148,0.99839,2.98,0.47,9.1,6
id4694,white,5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.733333333,5
id4695,white,7.6,0.2,0.26,4.8,0.033,26,76,0.99076,2.98,0.49,12.3,7
id4696,white,6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4,5
id4697,white,7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,5
id4698,white,6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,6
id4699,white,6.2,0.24,0.25,12.5,0.055,47,134,0.99758,3.3,0.51,9,5
id4700,red,7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6
id4701,white,9.4,0.23,0.56,16.45,0.063,52.5,282,1.00098,3.1,0.51,9.3,5
id4702,white,5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6
id4703,white,6.5,0.24,0.29,8.2,0.043,32,156,0.99453,3.13,0.7,10.1,6
id4704,white,5.9,0.22,0.3,1.3,0.052,42,86,0.99069,3.31,0.47,11.55,6
id4705,red,10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,6
id4706,white,7.4,0.35,0.2,13.9,0.054,63,229,0.99888,3.11,0.5,8.9,6
id4707,white,6.8,0.29,0.56,11.9,0.043,66,230,0.9972,3.02,0.63,9.3,5
id4708,white,6.2,0.32,0.16,7,0.045,30,136,0.9949,3.18,0.47,9.6,6
id4709,white,6.4,0.3,0.16,7.5,0.05,55,191,0.9959,3.17,0.49,9,5
id4710,white,7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,5
id4711,white,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7
id4712,white,6.4,0.18,0.28,17.05,0.047,53,139,0.99724,3.25,0.35,10.5,6
id4713,white,5.9,0.37,0.3,1.5,0.033,35,95,0.98986,3.36,0.56,12,7
id4714,white,7,0.32,0.29,4.9,0.036,41,150,0.99168,3.38,0.43,12.2,6
id4715,red,7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,7
id4716,white,5.9,0.18,0.28,1,0.037,24,88,0.99094,3.29,0.55,10.65,7
id4717,white,6.3,0.41,0.18,3.5,0.027,23,109,0.99018,3.34,0.54,12.8,8
id4718,white,6.7,0.28,0.31,7.4,0.041,7,81,0.99254,3.04,0.47,11.4,8
id4719,white,7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,5
id4720,red,8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,5
id4721,white,7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5
id4722,red,8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,6
id4723,white,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5
id4724,white,6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6
id4725,white,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8
id4726,white,7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6,7
id4727,white,8,0.23,0.41,1.1,0.048,35,150,0.99168,3.09,0.47,11.2,5
id4728,white,6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,6
id4729,red,7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,5
id4730,white,6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,5
id4731,white,5.4,0.18,0.24,4.8,0.041,30,113,0.99445,3.42,0.4,9.4,6
id4732,white,5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7
id4733,white,7.8,0.2,0.24,1.6,0.026,26,189,0.991,3.08,0.74,12.1,7
id4734,white,6.3,0.26,0.24,7.2,0.039,38,172,0.9958,3.49,0.64,9.7,6
id4735,white,6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6
id4736,white,5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,5
id4737,white,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5
id4738,white,7.3,0.23,0.37,1.9,0.041,51,165,0.9908,3.26,0.4,12.2,8
id4739,white,6.2,0.3,0.49,11.2,0.058,68,215,0.99656,3.19,0.6,9.4,6
id4740,white,8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,5
id4741,white,7.1,0.55,0.13,1.7,0.073,21,165,0.994,2.97,0.58,9.2,6
id4742,white,7.5,0.24,0.31,13,0.049,46,217,0.9985,3.08,0.53,8.8,5
id4743,white,6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,6
id4744,white,7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9,6
id4745,white,6,0.4,0.3,1.6,0.047,30,117,0.9931,3.17,0.48,10.1,6
id4746,white,6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3,6
id4747,white,6.6,0.24,0.3,13,0.052,18,143,0.99825,3.37,0.49,9.4,6
id4748,white,6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6
id4749,white,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6
id4750,red,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6
id4751,white,7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5,5
id4752,red,6.8,0.61,0.2,1.8,0.077,11,65,0.9971,3.54,0.58,9.3,5
id4753,white,7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4,5
id4754,white,6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,5
id4755,white,7.4,0.27,0.31,2.4,0.014,15,143,0.99094,3.03,0.65,12,4
id4756,white,8,0.4,0.33,7.7,0.034,27,98,0.9935,3.18,0.41,12.2,7
id4757,white,6.7,0.18,0.24,10.3,0.057,64,185,0.99519,3.12,0.5,10.6,6
id4758,white,7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5
id4759,white,6,0.18,0.31,1.4,0.036,14,75,0.99085,3.34,0.58,11.1,8
id4760,red,6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,6
id4761,red,7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,5
id4762,white,7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,6
id4763,white,7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1,5
id4764,red,11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4,5
id4765,red,11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,5
id4766,white,7.9,0.14,0.28,1.8,0.041,44,178,0.9954,3.45,0.43,9.2,6
id4767,white,7.2,0.43,0.24,6.7,0.058,40,163,0.995,3.2,0.41,9.9,5
id4768,red,6.4,0.4,0.23,1.6,0.066,5,12,0.9958,3.34,0.56,9.2,5
id4769,white,6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,7
id4770,white,5.2,0.21,0.31,1.7,0.048,17,61,0.98953,3.24,0.37,12,7
id4771,white,7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,5
id4772,white,6.7,0.19,0.36,1.1,0.026,63,143,0.9912,3.27,0.48,11,6
id4773,white,9.2,0.19,0.42,2,0.047,16,104,0.99517,3.09,0.66,10,4
id4774,white,6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,6
id4775,white,6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6
id4776,white,6.1,0.18,0.36,2,0.038,20,249.5,0.9923,3.37,0.79,11.3,6
id4777,white,8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,6
id4778,red,15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5
id4779,white,8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,5
id4780,white,6,0.35,0.46,0.9,0.033,9,65,0.98934,3.24,0.35,12.1,4
id4781,white,6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,5
id4782,white,7.6,0.18,0.46,10.2,0.055,58,135,0.9968,3.14,0.43,9.9,6
id4783,white,6.7,0.17,0.37,2,0.039,34,125,0.9922,3.26,0.6,10.8,7
id4784,white,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6
id4785,white,7.5,0.32,0.24,4.6,0.053,8,134,0.9958,3.14,0.5,9.1,3
id4786,red,7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6
id4787,white,7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6
id4788,white,7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,5
id4789,white,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5
id4790,white,7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6
id4791,white,6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,6
id4792,red,9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,7
id4793,red,13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6
id4794,white,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,5
id4795,white,7.1,0.3,0.46,1.5,0.066,29,133,0.9906,3.12,0.54,12.7,6
id4796,white,6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,6
id4797,white,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5
id4798,red,12.4,0.35,0.49,2.6,0.079,27,69,0.9994,3.12,0.75,10.4,6
id4799,red,9,0.53,0.49,1.9,0.171,6,25,0.9975,3.27,0.61,9.4,6
id4800,white,8.6,0.18,0.4,1.1,0.04,20,107,0.9923,2.94,0.32,10.2,7
id4801,white,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6
id4802,white,7.5,0.29,0.31,8.95,0.055,20,151,0.9968,3.08,0.54,9.3,5
id4803,white,7,0.11,0.32,4.6,0.057,59,144,0.9956,3.55,0.44,9.4,7
id4804,white,6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5,5
id4805,white,7.3,0.23,0.27,2.6,0.035,39,120,0.99138,3.04,0.59,11.3,7
id4806,white,6.5,0.48,0.02,0.9,0.043,32,99,0.99226,3.14,0.47,9.8,4
id4807,white,6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7
id4808,white,6.4,0.16,0.31,5.3,0.043,42,157,0.99455,3.35,0.47,10.5,5
id4809,white,6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,6
id4810,white,6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6
id4811,white,5.6,0.41,0.22,7.1,0.05,44,154,0.9931,3.3,0.4,10.5,5
id4812,white,6.6,0.36,0.52,11.3,0.046,8,110,0.9966,3.07,0.46,9.4,5
id4813,white,7.5,0.17,0.32,1.7,0.04,51,148,0.9916,3.21,0.44,11.5,7
id4814,white,7.5,0.305,0.4,18.9,0.059,44,170,1,2.99,0.46,9,5
id4815,white,6.5,0.18,0.33,8,0.051,16,131,0.9965,3.28,0.44,8.7,7
id4816,white,8.1,0.31,0.24,1.6,0.032,10,67,0.9924,3.08,0.47,10.5,5
id4817,red,8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,5
id4818,white,8.9,0.27,0.28,0.8,0.024,29,128,0.98984,3.01,0.35,12.4,6
id4819,white,7.1,0.27,0.28,1.25,0.023,3,89,0.98993,2.95,0.3,11.4,4
id4820,white,6.2,0.29,0.23,12.4,0.048,33,201,0.99612,3.11,0.56,9.9,6
id4821,white,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,5
id4822,white,6.9,0.25,0.34,1.3,0.035,27,82,0.99045,3.18,0.44,12.2,6
id4823,white,6.5,0.36,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4,8
id4824,white,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7
id4825,white,7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6
id4826,red,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6
id4827,white,8.2,0.2,0.38,3.5,0.053,41,174,0.99306,3.22,0.41,11.6,5
id4828,red,7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,5
id4829,white,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7
id4830,red,6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5
id4831,white,6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,6
id4832,white,6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5,5
id4833,white,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7
id4834,white,7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6
id4835,white,7.2,0.24,0.28,1.9,0.032,30,92,0.9914,3.1,0.39,10.9,6
id4836,white,6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5
id4837,white,7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5
id4838,white,6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,6
id4839,white,6.8,0.27,0.49,1.2,0.044,35,126,0.99,3.13,0.48,12.1,7
id4840,white,7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,5
id4841,white,7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6
id4842,white,6.8,0.22,0.3,13.6,0.055,50,180,0.9984,3.44,0.39,9.8,5
id4843,red,7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1,6
id4844,white,6,0.21,0.24,12.1,0.05,55,164,0.997,3.34,0.39,9.4,5
id4845,white,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5
id4846,white,6.4,0.25,0.41,8.6,0.042,57,173,0.9965,3,0.44,9.1,5
id4847,white,5.2,0.3,0.34,1.5,0.038,18,96,0.98942,3.56,0.48,13,8
id4848,white,6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4,8
id4849,white,6.3,0.21,0.31,1.2,0.043,30,117,0.99158,3.49,0.68,11,6
id4850,white,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
id4851,red,6.8,0.785,0,2.4,0.104,14,30,0.9966,3.52,0.55,10.7,6
id4852,white,5.8,0.28,0.3,1.5,0.026,31,114,0.98952,3.32,0.6,12.5,7
id4853,white,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6
id4854,white,6.6,0.23,0.27,5.6,0.043,43,164,0.9953,3.27,0.76,9.5,5
id4855,red,9.8,0.25,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10,6
id4856,white,6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9,6
id4857,white,5.8,0.22,0.29,0.9,0.034,34,89,0.98936,3.14,0.36,11.1,7
id4858,white,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6
id4859,white,7.9,0.18,0.33,1.2,0.033,20,72,0.9922,3.12,0.38,10.5,7
id4860,white,6.8,0.17,0.32,1.4,0.04,35,106,0.99026,3.16,0.66,12,5
id4861,white,6.9,0.44,0.27,5,0.038,33,166,0.99124,3.2,0.42,12.2,6
id4862,white,6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6
id4863,white,7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,6
id4864,white,6.7,0.27,0.26,2.3,0.043,61,181,0.99394,3.45,0.63,10.6,6
id4865,white,7.4,0.3,0.3,5.2,0.053,45,163,0.9941,3.12,0.45,10.3,6
id4866,white,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5
id4867,white,7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9,6
id4868,red,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6
id4869,white,6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9,7
id4870,white,5.6,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,6
id4871,white,6.3,0.25,0.53,1.8,0.021,41,101,0.989315,3.19,0.31,13,6
id4872,white,7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6
id4873,red,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7
id4874,red,6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,4
id4875,red,7.4,0.6,0.26,7.3,0.07,36,121,0.9982,3.37,0.49,9.4,5
id4876,white,6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,6
id4877,white,7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6
id4878,white,6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12,7
id4879,white,6.4,0.23,0.3,7.1,0.037,63,236,0.9952,3.06,0.34,9.2,6
id4880,white,6.2,0.24,0.27,16.8,0.04,48,129,0.99691,3.23,0.38,10.5,6
id4881,white,7,0.21,0.34,8,0.057,19,101,0.9954,2.99,0.59,9.4,5
id4882,white,8.5,0.25,0.31,2.8,0.032,11,61,0.99189,3.06,0.44,11.5,6
id4883,white,6.8,0.18,0.37,1.5,0.027,37,93,0.992,3.3,0.45,10.8,6
id4884,red,8.6,0.45,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,6
id4885,red,9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,5
id4886,white,5.6,0.26,0.27,10.6,0.03,27,119,0.9947,3.4,0.34,10.7,7
id4887,white,8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5
id4888,white,7.4,0.2,0.33,1.9,0.035,39,138,0.991,3.17,0.44,11.7,7
id4889,white,6.1,0.37,0.2,7.6,0.031,49,170,0.99558,3.22,0.48,9.5,5
id4890,white,7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,5
id4891,red,6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1,5
id4892,white,7.5,0.13,0.38,1.1,0.023,42,104,0.99112,3.28,0.53,11.8,6
id4893,white,6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6
id4894,white,5.9,0.21,0.31,1.8,0.033,45,142,0.98984,3.35,0.5,12.7,6
id4895,white,6.9,0.24,0.33,12.5,0.046,47,153,0.9983,3.28,0.77,9.6,6
id4896,red,11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,7
id4897,white,7,0.34,0.3,1.8,0.045,44,142,0.9914,2.99,0.45,10.8,6
id4898,white,6.9,0.33,0.28,1.3,0.051,37,187,0.9927,3.27,0.6,10.3,5
id4899,white,8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6
id4900,white,6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6
id4901,white,6.4,0.26,0.35,7.7,0.056,45,191,0.99527,3.16,0.5,9.5,5
id4902,white,6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,7
id4903,white,6,0.28,0.27,2.3,0.051,23,147,0.994,3.23,0.67,10.3,6
id4904,white,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7
id4905,white,6.2,0.19,0.29,4.3,0.045,33,126,0.99658,3.18,0.42,9.3,6
id4906,white,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6
id4907,white,7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,6
id4908,white,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
id4909,white,6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,6
id4910,red,7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3,4
id4911,white,7.3,0.18,0.31,17.3,0.055,32,197,1.0002,3.13,0.46,9,6
id4912,white,6.4,0.36,0.2,5.7,0.118,61,172,0.9946,3.24,0.43,9.5,6
id4913,white,6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5
id4914,red,7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,6
